date,symbols,summary
2025-05-08,COIN,"Coinbase is expected to report Q1 revenue of $2.13 billion and EPS of $2.12. Analysts are monitoring trading volumes, the impact of Bitcoin's price fluctuations, and subscription revenue, which is guided between $685 million and $765 million. Recent analyst ratings include a Buy from Rosenblatt (target $290) and a Neutral from Goldman Sachs (target $195). Coinbase stock is down 21.4% year-to-date in 2025."
2025-05-08,COIN,"Coinbase is acquiring crypto options exchange Deribit for approximately $2.9 billion in a cash-and-stock deal, consisting of $700 million in cash and 11 million shares of Coinbase Class A stock. The deal is expected to close by the end of the year. The acquisition aims to expand Coinbase's derivatives offerings, including spot, futures, perpetuals, and options, and bolster its international presence."
2025-05-09,COIN,"Coinbase Glb Q1 Adj. EPS $1.94 Misses $2.11 Estimate, Sales $2.03B Miss $2.12B Estimate"
2025-05-09,COIN,"Coinbase reported Q1 revenue of $2.03 billion, missing the $2.12 billion estimate, and adjusted EPS of $1.94, missing the $2.11 estimate. Transaction revenue was $1.26 billion, while subscription and services revenue reached $698.1 million. Bitcoin accounted for 27% of trading volume, XRP for 11%, and Solana for 10% of transaction revenue. The company highlighted the dismissal of the SEC lawsuit and its pending acquisition of Deribit. Coinbase shares fell 2.4% in after-hours trading."
2025-05-09,COIN,"Coinbase CEO Brian Armstrong stated during the Q1 earnings call that traditional banks launching their own stablecoins is not the best path, suggesting they partner with existing options like USDC instead. Coinbase recently announced the $2.9 billion acquisition of crypto options exchange Deribit. Coinbase shares fell 2.67% in after-hours trading following the Q1 earnings report, which missed revenue and EPS expectations."
2025-05-09,COIN,"Coinbase Global, Inc. (COIN) shares declined 2.7% to $200.98 in after-hours trading after reporting Q1 revenue of $2.03 billion, missing the $2.12 billion Street consensus estimate."
2025-05-09,COIN,"US stock futures were mixed on Friday following a three-day rally. A new U.S.-U.K. trade deal reduces tariffs on cars. Coinbase Global Inc. (COIN) shares fell 1.26% after reporting Q1 revenue of $2.03 billion, missing the $2.12 billion consensus estimate."
2025-05-09,COIN,"Canaccord Genuity Maintains Buy on Coinbase Global, Maintains $400 Price Target"
2025-05-09,COIN,"Coinbase reported Q1 revenue of $2.03 billion and adjusted EPS of $1.94, both missing consensus estimates. Transaction revenue was $1.26 billion, down 19% quarter-over-quarter. Following the results, Keefe, Bruyette & Woods raised its price target to $205 (Market Perform), Piper Sandler raised its target to $190 (Neutral), and Canaccord Genuity maintained a Buy rating and $400 price target."
2025-05-09,COIN,"Piper Sandler Maintains Neutral on Coinbase Global, Raises Price Target to $190"
2025-05-09,COIN,"Keefe, Bruyette & Woods Maintains Market Perform on Coinbase Global, Raises Price Target to $205"
2025-05-10,COIN,"U.S. markets rallied on a U.K. trade deal, though economic concerns regarding inflation and potential stagflation persist. Coinbase shares slipped following a Q1 earnings miss, while the company highlighted an SEC 'win' and a strategic Bitcoin reserve executive order."
2025-05-10,COIN,"Coinbase Derivatives LLC launched 24/7 trading for Bitcoin and Ethereum futures, becoming the first CFTC-regulated U.S. exchange to offer around-the-clock access to leveraged crypto derivatives. The contracts are cleared through Nodal Clear, with liquidity provided by market makers like Virtu Financial. Access is distributed via registered Futures Commission Merchants including ABN AMRO, Wedbush Securities, and Coinbase Financial Markets."
2025-05-10,COIN,"Oppenheimer Maintains Outperform on Coinbase Global, Lowers Price Target to $269"
2025-05-10,COIN,"Wall Street traded lower on Friday as investors awaited trade negotiations between U.S. officials and China. Gold rose 1% to $3,330 per ounce, and Bitcoin traded above $102,500. Coinbase shares fell 2.28% following earnings, while other movers included Microchip Technology (+10.44%), Insulet (+20.81%), and Expedia (-7.75%)."
2025-05-10,COIN,"Coinbase is acquiring crypto options exchange Deribit for $2.9 billion in a cash-and-stock deal, including $700 million in cash and 11 million Class A shares, expected to close by year-end. Other notable M&A activity includes Nestlé seeking to sell its bottled water business, OpenAI's $3 billion bid for Windsurf, and WW International filing for a pre-packaged Chapter 11 reorganization to eliminate $1.15 billion in debt."
2025-05-10,COIN,"JP Morgan Maintains Neutral on Coinbase Global, Lowers Price Target to $215"
2025-05-10,COIN,"Following Coinbase's Q1 earnings miss, Goldman Sachs analyst James Yaro maintained a Neutral rating and raised the price target from $189 to $209, citing potential volume growth from rising crypto prices. Canaccord analyst Joseph Vafi maintained a Buy rating and $400 price target, calling the $2.9 billion Deribit acquisition a landmark deal. Coinbase stock traded at $205.41 on Friday."
2025-05-12,COIN,Compass Point Upgrades Coinbase Global to Neutral
2025-05-12,COIN,"Barclays Maintains Equal-Weight on Coinbase Global, Raises Price Target to $202"
2025-05-12,COIN,"Rosenblatt Maintains Buy on Coinbase Global, Maintains $260 Price Target"
2025-05-12,COIN,"Needham Maintains Buy on Coinbase Global, Lowers Price Target to $270"
2025-05-13,COIN,"Coinbase Global will join the S&P 500, replacing Discover Financial Services, effective May 19, making it the first crypto-focused company to enter the index. Coinbase went public on April 14, 2021, and currently has a market capitalization of nearly $53 billion. Shares rose 10.9% in after-hours trading following the announcement, despite the company reporting disappointing Q1 financial results last week."
2025-05-13,COIN,"Coinbase shares rose 3.96% to close at $207.22, with an additional 11% rally in after-hours trading, following the announcement that it will join the S&P 500 on May 19. Other stocks on investors' radars included Rigetti Computing, which rose 9.17% despite missing Q1 revenue estimates, Nvidia, Meta, and Tesla, which all saw gains amid the broader market rally."
2025-05-13,COIN,"ARK Invest CEO Cathie Wood praised Coinbase's inclusion in the S&P 500, noting it will compel index-sensitive managers to consider the stock. Coinbase recently acquired crypto options exchange Deribit for $2.9 billion and launched 24/7 trading for Bitcoin and Ethereum futures through its CFTC-regulated exchange."
2025-05-13,COIN,"Coinbase (COIN) shares jumped 10.9% in after-hours trading on Monday following the announcement that it will join the S&P 500 effective May 19. Other stocks in focus include Under Armour, expected to report Q1 earnings of 8 cents per share, and CyberArk Software, expected to report 79 cents per share. Acadia Healthcare reported Q1 earnings of 40 cents per share, beating estimates."
2025-05-13,COIN,"US stock futures fell on Tuesday following a Monday rally fueled by a 90-day US-China tariff truce. Coinbase (COIN) surged 8.98% following the announcement that it will join the S&P 500 effective May 19. Other notable movements included Acadia Healthcare rising 4.99% after strong Q1 results, while Sangamo Therapeutics dropped 31.51% and Accelerate Diagnostics slumped 17.97% after filing for Chapter 11 bankruptcy."
2025-05-13,COIN,"Bernstein issued a bullish note on Coinbase (COIN) following its inclusion in the S&P 500, projecting up to $16 billion in potential inflows ($9 billion from passive and $7 billion from active investment). Coinbase will replace Discover Financial Services on May 19 as the first crypto-focused firm in the index. Bernstein reiterated an Outperform rating with a $310 price target, citing strong earnings potential and a 38% compound annual growth rate for EPS. Coinbase currently processes over $1.5 billion in average daily trading volume and manages over $320 billion in assets."
2025-05-13,COIN,Market-Moving News for May 13th
2025-05-13,COIN,"Coinbase Global (COIN) shares rose over 9% in pre-market trading after S&P Dow Jones Indices announced the company will join the S&P 500, replacing Discover Financial Services, effective May 19. Other pre-market movers included Lichen International (up 133.6%) and Polyrizon (down 92%)."
2025-05-13,COIN,"Coinbase Global, Inc. (COIN) shares rose 17% to $242.63 following the announcement that the company will join the S&P 500 effective before the market opens on Monday, May 19."
2025-05-13,COIN,"Goldman Sachs Maintains Neutral on Coinbase Global, Raises Price Target to $209"
2025-05-13,COIN,"Following Q1 results, Rosenblatt maintained a Buy rating on Coinbase (COIN) with a $260 price target, while Needham reiterated a Buy rating and lowered its target from $330 to $270. Analysts noted Q1 revenue of $2.03 billion missed consensus. Key highlights included strength in subscription and blockchain revenue, and the $2.9 billion acquisition of Deribit, expected to close by year-end 2025."
2025-05-13,COIN,"Coinbase Global Will Replace Discover Financial Services In The S&P 500 Effective Prior To The Opening Of Trading On Monday, May 19"
2025-05-13,COIN,"Following the release of cooler-than-expected April inflation data, shares of Coinbase Global Inc. (COIN) rose 1.12% in the 30 minutes after the report."
2025-05-14,COIN,"Coinbase Global Inc. (COIN) is being added to the S&P 500, replacing Discover Financial Services (DFS) on May 19. Following this announcement, COIN shares rose approximately 11% in premarket trading."
2025-05-14,COIN,"In today's session, a bullish call option sweep was observed for Coinbase (COIN). The trade involved 100 contracts at a $260.00 strike price, expiring on May 16, 2025. The total trade price was $51.5K, with the order split across 11 trades. Prior to this, there were 2,244 open contracts at this strike, and today's volume reached 37,997 contracts."
2025-05-14,COIN,"Oppenheimer Maintains Outperform on Coinbase Global, Raises Price Target to $293"
2025-05-14,COIN,"eToro Group Ltd. priced its upsized IPO at $52 per share, above its $46-$50 target range, with shares set to trade on the Nasdaq under the ticker 'ETOR'. The platform offers trading in stocks, commodities, and cryptocurrencies. The article notes Coinbase's upcoming S&P 500 inclusion as a significant development for crypto-linked stocks on Wall Street."
2025-05-14,COIN,"Rosenblatt Maintains Buy on Coinbase Global, Raises Price Target to $300"
2025-05-14,COIN,Rosenblatt analyst Chris Brendler maintained a Buy rating on Coinbase (COIN) and increased the price target from $260 to $300. Coinbase shares closed at $256.90 on Tuesday.
2025-05-15,COIN,"Coinbase Said Received An Email Communication From An Unknown Threat Actor Claiming To Have Obtained Information About Certain Coinbase Customer Accounts, As Well As Internal Coinbase Documentation, Including Materials Relating To Customer-service And Account-management Systems; Communication Demanded Money In Exchange For Not Publicly Disclosing The Information."
2025-05-15,COIN,"Cathie Wood of Ark Invest identified Coinbase, Tesla, Palantir, and Shopify as 'tip of the spear' companies disrupting legacy industries. Coinbase is set to join the S&P 500, replacing Discover Financial Services. Wood maintains a bullish long-term outlook for Bitcoin, with a base-case target of $700,000 to $750,000 by 2030."
2025-05-15,COIN,"Coinbase CEO Brian Armstrong invited Department of Government Efficiency (DOGE) contractors to join Coinbase to help build a more efficient financial system. Armstrong has previously advocated for DOGE as a vehicle for financial reform, including proposals to replace income tax with corporate taxation. He also recently emphasized the network effects of stablecoins like USDC and predicted significant global Bitcoin adoption by 2030."
2025-05-15,COIN,'Coinbase's Armstrong Looks to Make More Acquisitions After Deribit Purchase'- Bloomberg
2025-05-15,COIN,"Coinbase (COIN) shares rose 47% over the past month, driven by its May 19 S&P 500 inclusion and a $2.9 billion acquisition of Deribit. Technically, the stock is in a bullish trend, trading above its 8, 20, 50, and 200-day SMAs. Q1 earnings showed EPS of $1.94, beating the $1.85 estimate, though revenue of $2.03 billion missed the $2.12 billion forecast. The RSI is 75.24, indicating potential overbought conditions."
2025-05-15,COIN,"Coinbase Has Preliminarily Estimated Expenses To Be Within The Range Of ~$180M To $400M Relating To Remediation Costs, Voluntary Customer Reimbursements Relating To Cyber Incident"
2025-05-15,COIN,"Rosenblatt analyst Chris Brendler maintained a Buy rating on Coinbase and raised the price target from $260 to $300. The upgrade follows Coinbase's upcoming May 19 S&P 500 inclusion and its acquisition of Deribit, a crypto options leader with 75% market share. Brendler expects increased institutional ownership and sees long-term potential in bringing crypto options to the U.S. market by 2026."
2025-05-15,COIN,"Coinbase disclosed a cybersecurity incident involving insider abuse where contractors were bribed to steal internal data. The company refused a $20 million Bitcoin ransom demand and instead offered a $20 million bounty for information leading to the perpetrators' arrest. The breach affected less than 1% of users, and Coinbase expects $180 million to $400 million in remediation expenses."
2025-05-16,COIN,Coinbase Partners with Webull Pay to Power Crypto Experience
2025-05-16,COIN,"Benchmark Maintains Buy on Coinbase Global, Raises Price Target to $301"
2025-05-16,COIN,"Coinbase shares rose 6.8% to $261.17 on Friday following the announcement of a partnership with Webull Pay to power crypto experiences. Additionally, Benchmark raised its price target for the stock from $252 to $301."
2025-05-16,COIN,"The SEC is investigating whether Coinbase misrepresented 'verified user' numbers in past disclosures, specifically regarding figures reported in 2021. Coinbase stopped using this metric in 2022. The company is cooperating with the investigation, which it describes as a holdover from a prior administration. Coinbase shares were up 7.52% to $262.82 on Friday."
2025-05-16,COIN,"Coinbase shares fell 7.20% to close at $244.44, with a 52-week range of $142.58 to $349.75. The company experienced a cybersecurity incident involving insider abuse and data theft, leading to a $20 million Bitcoin ransom demand. Coinbase refused to pay and offered a $20 million bounty for information leading to the perpetrators' arrests. Benzinga Edge Stock Rankings place Coinbase in the 70th percentile for Momentum and 79th for Growth."
2025-05-16,COIN,"Watching Coinbase; Chief Legal Officer Reportedly Says Reported SEC investigation Is A Hold-Over From Prior Administration About A Metric We Stopped Reporting 2.5 Years Ago; Verified Users Metric Includes Anyone Who Verified Their Email Address Or Phone Number With Us; Strongly Believe SEC Investigation Should Not Continue, Remain Committed To Working To Bring The Matter To A Close"
2025-05-16,COIN,"Goldman Sachs Maintains Neutral on Coinbase Global, Raises Price Target to $239"
2025-05-16,COIN,'S.E.C. Investigating Whether Coinbase Misstated Its User Numbers'- NYT
2025-05-16,COIN,"On May 15, 2025, a bearish call option sweep was observed for COIN expiring on May 16, 2025, at a $250.00 strike price. The trade involved 141 contracts across 7 trades, totaling $53.2K in premium, with 12,593 contracts traded today against 6,471 existing open contracts."
2025-05-16,COIN,"Goldman Sachs analyst James Yaro reported that Coinbase, Robinhood, and Interactive Brokers have risen an average of 35% since April 1, 2025, outperforming the S&P 500. Yaro projects 12% revenue and 5% EPS CAGRs for retail brokers from 2024-2027. Conversely, he noted that investment banking recovery is delayed, with M&A fees down 34% and ECM/DCM volumes down 44% and 41% respectively in April."
2025-05-16,COIN,"A Glassnode report indicates Bitcoin's recent surge to $104,000 is supported by a cost basis zone between $93,000 and $95,000. Coinbase has seen consistent net buying pressure, while selling on Binance has declined. Derivatives markets show a 10% drop in perpetual futures open interest, suggesting a healthy market reset. Traders remain bullish, with 1-month 25 Delta Skew at -6.1%."
2025-05-16,COIN,"Addentax Group Corp. (ATXG) announced plans to acquire up to $800 million in Bitcoin and other cryptocurrencies through a share-based deal. The company is negotiating with holders of approximately 8,000 Bitcoins to pivot into the digital asset space. No definitive agreement has been finalized, but the stock rose 75.32% to $1.26 following the announcement."
2025-05-16,COIN,Reported Earlier: 'Coinbase Hackers Had Access To Customer Data Since January' - Bloomberg News
2025-05-16,COIN,"JPMorgan analysts report that Bitcoin is outperforming gold in 2025, with capital shifting from gold ETFs to Bitcoin. Bitcoin has risen 18% since late April while gold dropped 8%. Institutional adoption, including by MicroStrategy and Metaplanet, and structural changes like Coinbase's acquisition of Deribit, are cited as factors boosting investor confidence."
2025-05-17,COIN,"Coinbase will join the S&P 500 on May 19, replacing Discover Financial Services. ETFs with significant Coinbase exposure, such as CRPT, FDIG, and LFGY, have surged. Analysts estimate the inclusion could drive $16 billion in passive capital inflows. Additionally, Coinbase is reportedly negotiating a $2.9 billion acquisition of the crypto derivatives exchange Deribit."
2025-05-19,COIN,"Coinbase Global, Inc. (NASDAQ: COIN) stock increased 33.68% during the week of May 12-May 16, following the announcement of a partnership with Webull Pay to power crypto experiences. Additionally, Benchmark raised its price target for the stock from $252 to $301."
2025-05-20,COIN,"Coinbase Global Inc. confirmed on May 19, 2025, that the Department of Justice is investigating a recent cybersecurity breach at the exchange. Chief Legal Officer Paul Grewal clarified that Coinbase is not the subject of the investigation, which targets the criminal actors. The breach involved the theft of names, addresses, and emails, but no login credentials or passwords. Coinbase, which refused to pay a ransom and offered a $20 million bounty for information, estimates the attack will cost between $180 million and $400 million. Shares closed at $263.94 on Monday."
2025-05-20,COIN,'Coinbase Customer Data Theft Investigated By Justice Department' - Bloomberg News
2025-05-20,COIN,Riot Platforms Announces It Has Successfully Upsized Its Existing $100M Credit Facility To A Total Commitment Of Up To $200M With Coinbase Credit
2025-05-20,COIN,"Coinbase CEO Brian Armstrong and Chief Policy Officer Faryar Shirzad celebrated the GENIUS Act clearing a procedural hurdle in the Senate with bipartisan support, including 16 Democrats. The bill, introduced by Sen. Bill Hagerty, aims to establish a regulatory framework for payment stablecoins. Coinbase executives are urging the Senate to move forward with the legislation, citing the importance of U.S. competitiveness in financial innovation."
2025-05-21,COIN,"Bitcoin reached a new all-time high of $109,500 on Coinbase on Wednesday, rebounding over 40% from its April 8 low of $76,320. The rally was supported by fundamental strength, including accumulation by long-term holders and fresh capital entry. Institutional participation remains significant, with BlackRock's IBIT ETF exceeding $62 billion in assets under management."
2025-05-21,COIN,"Riot Platforms, Inc. expanded its credit facility with Coinbase Credit, Inc. from $100 million to $200 million. The facility, which uses Bitcoin as partial collateral, matures in 364 days with a potential 364-day extension. Interest is based on the greater of the federal funds upper limit or 3.25%, plus 4.50%. As of Tuesday, COIN shares were trading at $262.63, down 0.52%."
2025-05-22,COIN,"Jim Cramer predicted on May 21, 2025, that bond markets will overshoot before settling, potentially leading to a turbocharged economy. Following a weak $16 billion 20-year Treasury auction, yields spiked, with the 30-year bond hitting 5.08%. This triggered a broad equity decline, with Coinbase Global Inc. (COIN) falling over 2.5% alongside other high-growth tech stocks like NVIDIA and Palantir."
2025-05-22,COIN,"Coinbase Global Inc. (NASDAQ: COIN) shares fell 2.92% to $260.26 during a one-hour market selloff on Wednesday, triggered by a weak 20-year Treasury auction that caused 30-year yields to spike above 5.08%."
2025-05-23,COIN,"Ethereum's market cap reached $327.82 billion, surpassing Bank of America. The network recently completed the Pectra upgrade, doubling layer-2 capacity. Stripe has integrated Ethereum-based stablecoin accounts for USDC. Coinbase Global Inc. (COIN) is noted as a contributor to Ethereum's ecosystem growth. Co-founder Jeffrey Wilcke transferred 78,000 ETH to Kraken, raising market concerns."
2025-05-27,COIN,"Options activity for Coinbase (COIN) on May 21, 2025, showed a neutral call sweep expiring June 20, 2025, at a $270 strike price. The trade involved 22 contracts split across three trades, totaling $35.2K in cost, with 2,875 contracts traded today against 5,225 existing open contracts."
2025-05-27,COIN,"Coinbase Global's (COIN) short interest has decreased by 7.99% since the last report, with 9.88 million shares sold short, representing 4.72% of the float. It would take approximately 1.43 days to cover these positions. Coinbase's short interest as a percentage of float is higher than its peer group average of 4.64%."
2025-05-27,COIN,"Circle, the issuer of USDC, plans to raise up to $600 million in an IPO on the NYSE under the ticker 'CRCL'. The offering involves 24 million shares of Class A common stock, priced between $24 and $26, potentially valuing the company at $5.43 billion. Lead underwriters include JPMorgan, Goldman Sachs, and Citigroup. ARK Invest has expressed non-binding interest in purchasing up to $150 million in shares. Circle denied rumors of acquisition talks with Coinbase and Ripple. USDC currently has a $62.1 billion market capitalization."
2025-05-27,COIN,"Jefferies Maintains Hold on Coinbase Global, Raises Price Target to $260"
2025-05-28,COIN,"Coinbase (COIN) shares have shown renewed strength as Bitcoin hits all-time highs, following a 16% gain on May 13. The company reported over $1.2 trillion in 2024 trading volume and holds 6,885 Bitcoins in its treasury, valued at approximately $750 million. Analysts at Goldman Sachs, Benchmark, Oppenheimer, and Rosenblatt have recently increased their price targets for the stock."
2025-05-30,COIN,"Coinbase Global (COIN) saw 71 unusual options activities, with 40% bullish and 53% bearish sentiment. Total call volume reached $2,471,157 and put volume reached $2,850,742. COIN is trading at $248.87, down 2.13%. Five analysts in the last month set an average price target of $251.20, including a Buy rating from Rosenblatt ($300 target), Benchmark ($301 target), and Keefe, Bruyette & Woods (Market Perform, $205 target), and a Neutral rating from Piper Sandler ($190 target)."
2025-05-30,COIN,"Unusual options activity for COIN included a bearish call sweep expiring June 6, 2025, at a $267.50 strike price. The trade involved 161 contracts split across three trades, totaling $51.5K in premiums, with 18,045 contracts traded today against 951 in prior open interest. The report also tracks whale activity for other financial stocks including BAC, HOOD, WFC, JPM, FUTU, and GS."
2025-05-31,COIN,"Analysis of 53 unusual options trades for Coinbase Global (COIN) shows 30% bullish and 54% bearish sentiment, with $2,194,271 in call value and $1,333,317 in put value. COIN is trading at $246.50, down 0.94%. Five analysts over the past month provided an average price target of $253.60, including Buy ratings from Needham ($270) and Rosenblatt ($300), Neutral ratings from Piper Sandler ($190) and JPMorgan ($215), and an Outperform rating from Oppenheimer ($293)."
2025-06-03,COIN,"In May 2025, Coinbase Global (COIN) ranked as the 17th most-searched ticker on Benzinga Pro. The list was led by SPY, NVDA, and PLTR. Notable market activity included Asset Entities announcing a merger to become a Bitcoin treasury company and SharpLink Gaming establishing an Ethereum treasury. CoreWeave ranked 11th following its March 28 IPO."
2025-06-03,COIN,"SolarBank Implements Treasury Strategy Integrating Bitcoin As Strategic Reserve Asset, Files Application With Coinbase Prime"
2025-06-04,COIN,"Block Inc. executive chair Jack Dorsey reaffirmed the 'Bitcoin-only' strategy for Cash App. The platform increased Bitcoin withdrawal caps to $10,000 per day and $25,000 per week, up from previous limits of $2,000 and $5,000 respectively. Block also launched a corporate Bitcoin management dashboard in April and plans to deliver its first Bitcoin mining hardware in the second half of the year. Block shares closed at $63.51 on Tuesday."
2025-06-04,COIN,"Coinbase (COIN) shares rose nearly 30% in the last month, outperforming 'Magnificent 7' stocks like Amazon, Tesla, and Nvidia. The rally was driven by Coinbase's inclusion in the S&P 500 and its acquisition of crypto options exchange Deribit for approximately $2.9 billion. COIN closed at $258.91 on Tuesday, with a 4.27% year-to-date gain."
2025-06-05,COIN,"Tech investor Chamath Palihapitiya suggested that Coinbase Global Inc. or Ripple Labs acquiring Circle Internet Financial would be a 'genius' move. Circle is set to debut on the NYSE under the ticker 'CRCL' at $31 per share, valuing the company at approximately $7 billion."
2025-06-05,COIN,"JPMorgan Chase is preparing to allow wealth management and trading clients to use Bitcoin ETFs, specifically BlackRock's iShares Bitcoin Trust (IBIT), as loan collateral. The bank also intends to include crypto holdings in client wealth assessments. This move follows the election of President Donald Trump and his pro-crypto administration. Bitcoin reached a peak of $111,980 in May, and spot Bitcoin ETFs have grown to over $128 billion in assets since their January 2024 launch."
2025-06-06,COIN,"MicroStrategy and Coinbase are both benefiting from Bitcoin's 2025 rally past $100,000. MicroStrategy holds 580,250 BTC worth $40.6 billion, having recently purchased 4,020 more coins at $106,000 each. Coinbase is positioned as an infrastructure play, earning revenue through trading fees, ETF custodianship, and its Base blockchain, with $15 billion in ETF AUM inflows and a $1 billion buyback program."
2025-06-06,COIN,"Cathie Wood's Ark Invest purchased 4,486,560 shares of Circle Internet Group (CRCL) for $373.42 million on Thursday. Simultaneously, Ark reduced its holdings in other assets, selling 161,304 shares of Coinbase (COIN) valued at approximately $39.4 million, 255,327 shares of Robinhood, 168,675 shares of the ARK 21Shares Bitcoin ETF (ARKB), and 163,380 shares of Block Inc."
2025-06-07,COIN,"Bitcoin ETFs have seen record inflows since their January 2024 launch. Experts from WisdomTree, Bitwise, and Innovator highlight strong demand and potential for further growth, particularly if governments and corporations continue to adopt Bitcoin. Bitwise predicts Bitcoin will reach $200,000 by the end of 2025 and $1 million by 2029. Future product plans include covered call income strategy funds for companies like Coinbase (COIN), MARA Holdings, and Strategy Inc."
2025-06-07,COIN,"Options activity in the financial sector shows a neutral sentiment for Coinbase (COIN). Specifically, a put option sweep for COIN expiring on August 15, 2025, with a $270.00 strike price, involved 38 contracts across 3 trades, totaling $129.4K in premium."
2025-06-09,COIN,"Bank of America strategist Michael Hartnett identified a 'bro billionaire' stock basket, which includes Coinbase (COIN), that has risen 45% since the 2024 U.S. election. In contrast, the Russell 2000 index, representing domestically focused small caps, has fallen 7% in the same period. Hartnett attributes this divergence to President Trump's economic policies, which he suggests favor capital-rich tech giants over smaller domestic firms."
2025-06-09,COIN,"Fireblocks CEO Michael Shaulov stated at Consensus 2025 that cryptocurrency has reached a 'point of no return' due to institutional adoption and impending U.S. regulation. A Fireblocks survey found 90% of banks and payment companies are piloting or using stablecoins. The article notes the GENIUS Act for stablecoin regulation and mentions Circle's recent IPO, which saw shares rise 168% to $69, alongside Coinbase (COIN) as a crypto-related stock."
2025-06-10,COIN,"Bernstein analysts report that Ethereum is becoming the foundational layer for real-world financial applications like stablecoins and tokenization. While Bitcoin is viewed as a store-of-value, Ethereum is enabling decentralized financial infrastructure. Institutional interest is growing, with Ethereum ETFs seeing $658 million in year-to-date net inflows. Major firms like Visa, Mastercard, Stripe, Robinhood, and Coinbase (COIN) are utilizing public crypto rails like Ethereum for payment systems and tokenized platforms."
2025-06-10,COIN,"Venture capitalist Chamath Palihapitiya praised Circle Internet Group's (CRL) IPO, which raised $1 billion and saw shares rise 168% on their debut, closing at $83. Palihapitiya suggested this success signals that public markets are open to crypto companies. He previously noted that Coinbase (COIN) or Ripple Labs could potentially acquire Circle. Circle shares later reached $115.25, marking a 271% increase since its debut."
2025-06-10,COIN,"Ark Invest, led by Cathie Wood, sold $1.83 million worth of Coinbase (COIN) shares on Monday across its ARKF and ARKW ETFs. The sale involved 6,404 shares in ARKF and 730 shares in ARKW. Coinbase stock had risen nearly 30% in the past month, supported by its inclusion in the S&P 500 and Bitcoin's rally toward its all-time high of $111,970.17."
2025-06-10,COIN,"Cryptocurrency stocks are trending due to institutional interest and regulatory optimism. Coinbase Global (COIN) stock has risen nearly 30% over the past month, benefiting from its May addition to the S&P 500. Other crypto-related stocks like MARA Holdings and Riot Platforms are also being watched, while stablecoin issuer Circle Internet Group recently debuted on Wall Street."
2025-06-11,COIN,William Blair Initiates Coverage On Coinbase Global with Outperform Rating
2025-06-11,COIN,Wall Street analysts initiated coverage on several stocks on Wednesday: Canaccord Genuity initiated Gold Royalty Corp. (GROY) with a Buy rating and $3 target; Jefferies initiated Mineralys Therapeutics (MLYS) with a Hold rating and $15 target; Leerink Partners initiated Summit Therapeutics (SMMT) with an Underperform rating and $12 target; UBS initiated Core Natural Resources (CNR) with a Buy rating and $80 target; and William Blair initiated Coinbase Global (COIN) with an Outperform rating.
2025-06-11,COIN,"Bitwise Asset Management launched the Bitwise GME Option Income Strategy ETF (IGME), an options-only fund targeting GameStop's volatility. The fund writes call and put options on GameStop, which recently added 4,710 Bitcoins to its treasury. This is Bitwise's fourth covered-call product in 2025, following similar funds linked to Coinbase (COIN) and MicroStrategy."
2025-06-11,COIN,Wall Street analysts issued several downgrades on Wednesday: Jefferies downgraded Sunrun (RUN) to Underperform with a $5 price target; Baird downgraded UnitedHealth Group (UNH) to Neutral with a $312 target; Goldman Sachs downgraded GitLab (GTLB) to Neutral with a $50 target; Morgan Stanley downgraded BILL Holdings (BILL) to Equal-Weight with a $55 target; and D. Boral Capital downgraded Artelo Biosciences (ARTL) to Hold.
2025-06-12,COIN,"Wall Street analysts issued two upgrades on Thursday: Jefferies upgraded TransAlta (TA) from Hold to Buy with a price target raised to C$20, and Maxim Group upgraded Datavault AI (DVLT) from Hold to Buy with a $3 price target."
2025-06-12,COIN,"Live On X, Coinbase Hosts 2025 State Of Crypto Summit"
2025-06-13,COIN,"Coinbase CEO Brian Armstrong unveiled the Coinbase One Card, a metal credit card powered by American Express that offers up to 4% cashback in Bitcoin. The card is exclusive to Coinbase One premium subscribers, with annual memberships starting at $49.99. Rewards are based on the user's Coinbase balance. The card is scheduled to launch in the fall of 2025."
2025-06-13,COIN,"Shopify CEO Tobi Lütke announced a partnership with Coinbase and Stripe to enable USDC stablecoin payments on the Base blockchain via Shopify Payments and Shop Pay. Early access began June 12, 2025, with a full rollout planned throughout the year. The integration allows for potential future buyer incentives, such as 1% cash back, while merchants receive local currency payouts."
2025-06-13,COIN,"Walmart and Amazon are reportedly exploring issuing their own stablecoins to reduce transaction fees. The potential adoption depends on the Genius Act regulatory bill. Meanwhile, Shopify has partnered with Coinbase (NASDAQ: COIN) to integrate USD Coin (USDC) payments for merchants."
2025-06-13,COIN,Coinbase (NASDAQ: COIN) CEO Brian Armstrong stated that Bitcoin could become the world's new reserve currency due to global deficit spending and economic uncertainty. He distinguished Bitcoin as a store of value compared to stablecoins used for exchange. The comments follow President Donald Trump's announcement of a U.S. Strategic Bitcoin Reserve.
2025-06-13,COIN,'Shopify Partners With Coinbase And Stripe In Landmark Stablecoin Deal' - Fortune Crypto
2025-06-13,COIN,'New Coinbase One Card to Launch on the American Express Network'
2025-06-13,COIN,"Cardless Launches Embedded Credit Card Platform, Enabling Brands Like Coinbase To Build Custom Credit Products Within Their Ecosystems Without Legacy Banks"
2025-06-14,COIN,"Unusual options activity for Coinbase (NASDAQ: COIN) was recorded in a bullish call option sweep. The trade involved 200 contracts at a $500.00 strike price, expiring on May 15, 2026. The total trade price was $215.0K, with 606 contracts traded today."
